,modified Zurich class,largest spot size,spot distribution,activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,flares,flares_value
3278,H,S,X,1,1,1,1,1,1,1,severe flares,0
3279,B,X,O,1,3,1,1,2,1,1,severe flares,0
3280,E,A,C,2,1,3,2,2,1,1,severe flares,0
3281,E,A,O,1,1,1,2,2,1,1,severe flares,0
3282,H,R,X,1,3,1,1,2,1,1,severe flares,0
3283,H,S,X,1,2,1,1,1,1,1,severe flares,0
3284,H,S,X,1,2,1,1,1,1,1,severe flares,0
3285,H,S,X,1,3,1,1,2,1,1,severe flares,0
3286,H,S,X,1,3,1,1,2,1,1,severe flares,0
3287,H,H,X,1,3,1,1,2,1,1,severe flares,0
3288,H,S,X,1,3,1,1,1,1,1,severe flares,0
3289,F,K,C,2,3,3,2,2,2,1,severe flares,0
3290,E,A,O,2,2,1,2,2,1,1,severe flares,0
3291,D,S,O,1,3,1,1,2,1,1,severe flares,0
3292,H,S,X,1,3,1,1,1,1,1,severe flares,0
3293,C,S,O,1,3,1,1,2,1,1,severe flares,0
3294,H,S,X,1,2,1,1,2,1,1,severe flares,0
3295,H,S,X,1,2,1,1,2,1,1,severe flares,0
3296,C,H,O,1,3,1,1,2,1,1,severe flares,0
3297,B,X,O,1,1,1,1,2,1,1,severe flares,0
3298,F,K,C,2,3,1,2,2,2,1,severe flares,0
3299,E,A,O,2,2,1,2,2,1,1,severe flares,0
3300,D,S,I,1,3,1,1,2,1,1,severe flares,0
3301,H,S,X,1,3,1,1,1,1,1,severe flares,0
3302,C,R,I,1,3,1,1,2,1,1,severe flares,0
3303,D,A,O,1,3,1,1,2,1,1,severe flares,0
3304,H,S,X,1,2,1,1,2,1,1,severe flares,0
3305,C,S,O,2,3,1,1,2,1,1,severe flares,0
3306,C,S,O,1,2,1,1,2,1,1,severe flares,0
3307,F,K,I,2,2,1,2,2,2,1,severe flares,0
3308,E,R,O,2,2,1,2,2,1,1,severe flares,0
3309,C,R,I,1,3,1,1,2,1,1,severe flares,0
3310,D,R,O,1,3,1,1,2,1,1,severe flares,0
3311,D,A,I,1,3,1,1,2,1,1,severe flares,0
3312,D,S,O,1,3,1,1,2,1,1,severe flares,0
3313,C,S,O,1,3,1,1,2,1,1,severe flares,0
3314,H,S,X,1,1,1,1,2,1,1,severe flares,0
3315,H,S,X,2,2,1,1,2,1,1,severe flares,0
3316,F,A,I,1,2,1,2,2,1,1,severe flares,0
3317,C,R,I,1,3,1,1,2,1,1,severe flares,0
3318,D,S,O,1,3,1,1,2,1,1,severe flares,0
3319,C,S,I,2,2,1,2,2,1,1,severe flares,0
3320,D,A,O,2,3,1,1,2,1,1,severe flares,0
3321,C,S,O,1,2,1,1,2,1,1,severe flares,0
3322,H,S,X,1,2,1,1,2,1,1,severe flares,0
3323,H,S,X,1,3,1,1,2,1,1,severe flares,0
3324,F,A,I,2,2,1,2,2,1,1,severe flares,20
3325,D,R,I,2,2,1,1,2,1,1,severe flares,0
3326,D,A,I,1,3,1,1,2,1,1,severe flares,0
3327,D,A,O,2,2,3,2,2,1,1,severe flares,0
3328,D,A,O,1,2,1,1,2,1,1,severe flares,0
3329,D,R,O,1,3,1,1,2,1,1,severe flares,0
3330,H,S,X,1,2,1,1,2,1,1,severe flares,0
3331,H,S,X,1,2,1,1,2,1,1,severe flares,0
3332,F,K,I,2,3,1,2,2,2,1,severe flares,0
3333,D,A,I,1,2,1,2,2,1,1,severe flares,0
3334,D,A,I,1,3,1,2,2,1,1,severe flares,0
3335,B,X,I,1,2,1,2,2,1,1,severe flares,0
3336,D,A,O,1,3,1,1,2,1,1,severe flares,0
3337,D,A,O,2,3,1,1,2,1,1,severe flares,0
3338,C,R,O,1,3,1,1,2,1,1,severe flares,0
3339,B,X,O,1,3,1,1,2,1,1,severe flares,0
3340,B,X,O,1,2,1,1,2,1,1,severe flares,0
3341,H,S,X,1,3,1,1,2,1,1,severe flares,0
3342,H,S,X,1,2,1,1,2,1,1,severe flares,0
3343,F,K,I,2,2,3,2,2,1,1,severe flares,0
3344,D,R,C,1,3,1,2,2,1,1,severe flares,0
3345,D,A,I,1,2,1,2,2,1,1,severe flares,0
3346,H,S,X,1,1,1,2,2,1,1,severe flares,0
3347,D,A,O,1,2,1,1,2,1,1,severe flares,0
3348,D,A,O,2,3,1,1,2,1,1,severe flares,0
3349,D,R,O,1,2,1,1,2,1,1,severe flares,0
3350,B,X,O,1,2,1,1,2,1,1,severe flares,0
3351,C,R,O,1,2,1,1,2,1,1,severe flares,0
3352,B,X,I,1,3,1,1,2,1,1,severe flares,0
3353,H,R,X,1,2,1,1,1,1,1,severe flares,0
3354,H,S,X,1,2,1,1,1,1,1,severe flares,0
3355,F,S,O,1,1,1,2,2,1,1,severe flares,0
3356,D,R,I,2,2,1,2,2,1,1,severe flares,0
3357,C,R,O,1,2,1,2,2,1,1,severe flares,0
3358,H,A,X,2,3,2,2,2,1,1,severe flares,0
3359,H,A,X,1,2,1,1,2,1,1,severe flares,0
3360,D,A,I,1,2,1,1,2,1,1,severe flares,0
3361,H,S,X,1,1,1,1,2,1,1,severe flares,0
3362,D,R,O,1,3,1,1,2,1,1,severe flares,0
3363,D,R,O,1,3,1,1,2,1,1,severe flares,0
3364,C,R,O,1,3,1,1,2,1,1,severe flares,0
3365,H,S,X,1,2,1,2,1,1,1,severe flares,0
3366,C,R,O,1,3,1,1,2,1,1,severe flares,0
3367,D,R,O,1,3,1,1,2,1,1,severe flares,0
3368,C,R,O,1,1,1,2,2,1,1,severe flares,0
3369,H,S,X,1,2,1,2,2,1,1,severe flares,0
3370,H,A,X,1,3,1,1,2,1,1,severe flares,0
3371,D,S,I,1,2,1,2,2,1,1,severe flares,0
3372,B,X,O,1,3,1,1,2,1,1,severe flares,0
3373,B,X,I,1,3,1,1,2,1,1,severe flares,0
3374,D,S,I,1,3,1,1,2,1,1,severe flares,0
3375,H,R,X,1,3,1,1,2,1,1,severe flares,0
3376,H,A,X,1,2,1,2,1,1,1,severe flares,0
3377,H,R,X,1,2,1,1,2,1,1,severe flares,0
3378,B,X,O,1,3,1,1,2,1,1,severe flares,0
3379,B,X,O,1,3,1,1,2,1,1,severe flares,0
3380,B,X,O,1,3,1,1,2,1,1,severe flares,0
3381,C,S,O,1,2,1,2,2,1,1,severe flares,0
3382,B,X,O,2,1,1,2,2,1,1,severe flares,0
3383,H,R,X,1,2,1,2,2,1,1,severe flares,0
3384,D,R,O,1,1,1,1,2,1,1,severe flares,0
3385,D,S,O,1,2,1,2,2,1,1,severe flares,0
3386,B,X,O,1,2,1,1,2,1,1,severe flares,0
3387,C,R,O,1,1,1,1,2,1,1,severe flares,0
3388,C,R,O,1,2,1,2,2,1,1,severe flares,0
3389,C,R,O,1,3,1,1,2,1,1,severe flares,0
3390,C,A,O,1,3,1,2,2,1,1,severe flares,0
3391,H,S,X,1,3,1,1,2,1,1,severe flares,0
3392,C,R,O,1,3,1,1,2,1,1,severe flares,0
3393,H,R,X,1,1,1,1,2,1,1,severe flares,0
3394,C,R,I,1,3,1,1,2,1,1,severe flares,0
3395,D,A,O,1,3,1,2,2,1,1,severe flares,0
3396,B,X,O,1,3,1,1,2,1,1,severe flares,0
3397,H,R,X,1,3,1,1,2,1,1,severe flares,0
3398,C,S,O,2,2,3,2,2,1,1,severe flares,0
3399,H,R,X,1,3,1,1,2,1,1,severe flares,0
3400,C,R,O,1,2,1,2,2,1,1,severe flares,0
3401,C,R,O,1,2,1,1,2,1,1,severe flares,0
3402,H,A,X,1,2,1,2,2,1,1,severe flares,0
3403,C,R,O,1,3,1,1,2,1,1,severe flares,0
3404,B,X,O,1,3,1,1,2,1,1,severe flares,0
3405,D,R,I,1,3,1,1,2,1,1,severe flares,0
3406,H,A,X,1,2,1,2,2,1,1,severe flares,0
3407,C,R,O,1,3,1,1,2,1,1,severe flares,0
3408,H,S,X,1,3,1,2,2,1,1,severe flares,0
3409,B,X,O,1,2,1,1,2,1,1,severe flares,0
3410,H,S,X,1,2,1,1,2,1,1,severe flares,0
3411,C,S,O,1,2,1,2,2,1,1,severe flares,0
3412,C,R,O,1,1,1,1,2,1,1,severe flares,0
3413,H,R,X,1,3,1,1,2,1,1,severe flares,0
3414,E,A,I,2,3,1,2,2,1,1,severe flares,0
3415,D,R,I,1,2,1,2,2,1,1,severe flares,0
3416,C,R,O,1,2,1,1,2,1,1,severe flares,0
3417,B,X,O,1,3,1,1,2,1,1,severe flares,0
3418,C,S,O,1,2,1,1,2,1,1,severe flares,0
3419,H,S,X,2,2,1,2,2,1,1,severe flares,0
3420,B,X,O,1,3,1,1,2,1,1,severe flares,0
3421,C,S,O,1,3,1,2,2,1,1,severe flares,0
3422,D,A,I,1,3,1,1,2,1,1,severe flares,0
3423,E,A,I,2,2,1,2,2,1,1,severe flares,0
3424,D,R,I,2,3,2,2,2,1,1,severe flares,0
3425,C,S,O,1,3,1,1,2,1,1,severe flares,0
3426,H,S,X,1,2,1,2,2,1,1,severe flares,0
3427,C,A,O,1,2,1,2,2,1,1,severe flares,0
3428,C,R,O,1,2,1,2,2,1,1,severe flares,0
3429,C,A,I,1,2,1,2,2,1,1,severe flares,0
3430,B,X,O,1,2,1,2,2,1,1,severe flares,0
3431,D,A,I,2,3,1,1,2,1,1,severe flares,0
3432,C,R,O,1,3,1,1,2,1,1,severe flares,0
3433,B,X,O,1,3,1,1,2,1,1,severe flares,0
3434,H,S,X,1,2,1,2,2,1,1,severe flares,0
3435,C,A,O,1,3,1,2,2,1,1,severe flares,0
3436,D,R,I,1,2,1,2,2,1,1,severe flares,0
3437,C,R,O,1,2,1,2,2,1,1,severe flares,0
3438,B,X,I,1,3,1,2,2,1,1,severe flares,0
3439,D,A,I,2,3,3,2,2,1,1,severe flares,0
3440,D,R,O,1,3,1,1,2,1,1,severe flares,0
3441,B,X,O,1,3,1,1,2,1,1,severe flares,0
3442,D,R,O,1,3,1,1,2,1,1,severe flares,0
3443,H,A,X,1,2,1,2,2,1,1,severe flares,0
3444,B,X,O,1,1,1,2,2,1,1,severe flares,0
3445,C,A,O,1,2,1,2,2,1,1,severe flares,0
3446,D,A,I,1,2,1,2,2,1,1,severe flares,0
3447,C,R,O,1,1,1,1,2,1,1,severe flares,0
3448,C,R,O,1,1,1,1,2,1,1,severe flares,0
3449,H,A,X,1,2,1,2,2,1,1,severe flares,0
3450,C,R,O,1,2,1,2,2,1,1,severe flares,0
3451,D,S,O,2,3,1,2,2,1,1,severe flares,0
3452,B,X,O,2,3,1,1,2,1,1,severe flares,0
3453,C,S,O,1,3,1,1,2,1,1,severe flares,0
3454,B,X,O,1,3,1,1,2,1,1,severe flares,0
3455,B,X,O,1,3,1,1,2,1,1,severe flares,0
3456,H,S,X,1,2,1,2,2,1,1,severe flares,0
3457,D,A,I,2,2,1,2,2,1,1,severe flares,0
3458,H,R,X,1,2,1,1,2,1,1,severe flares,0
3459,D,R,O,1,2,1,1,2,1,1,severe flares,0
3460,H,R,X,1,2,1,1,2,1,1,severe flares,0
3461,H,S,X,1,2,1,1,1,1,1,severe flares,0
3462,H,S,X,1,3,1,2,2,1,1,severe flares,0
3463,D,K,I,2,3,2,2,2,1,1,severe flares,0
3464,B,X,O,1,2,1,1,2,1,1,severe flares,0
3465,B,X,I,1,2,1,1,2,1,1,severe flares,0
3466,B,X,O,1,2,1,1,2,1,1,severe flares,0
3467,H,S,X,1,2,1,1,1,1,1,severe flares,0
3468,B,X,O,1,3,1,1,2,1,1,severe flares,0
3469,H,S,X,1,2,1,1,1,1,1,severe flares,0
3470,D,K,I,1,3,1,2,2,1,1,severe flares,0
3471,B,X,O,1,1,1,1,2,1,1,severe flares,0
3472,B,X,O,1,3,1,1,2,1,1,severe flares,0
3473,H,S,X,1,2,1,1,1,1,1,severe flares,0
3474,C,S,O,2,3,3,1,2,1,1,severe flares,0
3475,B,X,O,1,3,1,1,2,1,1,severe flares,0
3476,D,R,O,1,2,1,1,2,1,1,severe flares,0
3477,D,K,I,2,3,1,2,2,1,1,severe flares,0
3478,B,X,O,1,3,1,1,2,1,1,severe flares,0
3479,H,S,X,1,2,1,1,1,1,1,severe flares,0
3480,C,S,O,1,3,1,1,2,1,1,severe flares,0
3481,B,X,O,1,3,1,1,2,1,1,severe flares,0
3482,D,R,O,1,3,1,1,2,1,1,severe flares,0
3483,C,R,O,1,3,1,1,2,1,1,severe flares,0
3484,D,R,O,1,3,1,1,2,1,1,severe flares,0
3485,D,K,I,2,2,1,2,2,1,1,severe flares,0
3486,D,A,I,1,3,1,1,2,1,1,severe flares,0
3487,H,S,X,1,2,1,1,1,1,1,severe flares,0
3488,C,S,O,2,2,2,1,2,1,1,severe flares,0
3489,D,R,O,1,2,1,1,2,1,1,severe flares,0
3490,B,X,O,1,2,1,1,2,1,1,severe flares,0
3491,B,X,O,1,2,1,1,2,1,1,severe flares,0
3492,B,X,O,1,3,1,1,2,1,1,severe flares,0
3493,B,X,O,1,3,1,1,2,1,1,severe flares,0
3494,D,S,O,1,2,1,1,2,1,1,severe flares,0
3495,D,A,I,2,2,3,2,2,1,1,severe flares,0
3496,D,S,O,1,3,1,1,2,1,1,severe flares,0
3497,D,A,I,1,2,1,2,2,1,1,severe flares,0
3498,C,S,O,1,3,1,1,2,1,1,severe flares,0
3499,H,R,X,1,3,1,1,2,1,1,severe flares,0
3500,C,R,O,1,3,1,1,2,1,1,severe flares,0
3501,B,X,O,1,2,1,1,2,1,1,severe flares,0
3502,B,X,O,1,3,1,1,2,1,1,severe flares,0
3503,D,A,I,1,3,1,1,2,1,1,severe flares,0
3504,H,S,X,1,2,1,1,1,1,1,severe flares,0
3505,C,R,O,1,3,1,1,2,1,1,severe flares,0
3506,H,A,X,1,1,1,2,2,1,1,severe flares,0
3507,H,S,X,1,1,1,1,2,1,1,severe flares,0
3508,D,A,I,1,3,1,2,2,1,1,severe flares,0
3509,H,S,X,1,1,1,1,2,1,1,severe flares,0
3510,C,S,O,1,2,1,1,2,1,1,severe flares,0
3511,D,R,O,1,2,1,1,2,1,1,severe flares,0
3512,D,S,I,2,3,1,1,2,1,1,severe flares,0
3513,D,A,C,2,3,1,2,2,1,1,severe flares,0
3514,H,S,X,1,3,1,1,1,1,1,severe flares,0
3515,D,R,O,1,2,1,1,2,1,1,severe flares,0
3516,C,A,O,1,3,1,1,2,1,1,severe flares,0
3517,D,R,O,1,3,1,1,2,1,1,severe flares,0
3518,H,S,X,1,3,1,1,2,1,1,severe flares,0
3519,H,S,X,1,2,1,1,1,1,1,severe flares,0
3520,B,X,O,1,2,1,1,2,1,1,severe flares,0
3521,E,A,I,1,3,1,2,2,1,1,severe flares,0
3522,D,S,O,1,3,1,1,2,1,1,severe flares,0
3523,H,S,X,1,3,1,1,2,1,1,severe flares,0
3524,H,R,X,1,1,1,1,2,1,1,severe flares,0
3525,D,A,O,1,1,1,2,2,1,1,severe flares,0
3526,D,A,I,1,2,1,2,2,1,1,severe flares,0
3527,H,S,X,1,2,1,1,1,1,1,severe flares,0
3528,C,R,O,2,2,1,1,2,1,1,severe flares,0
3529,C,R,O,1,3,1,1,2,1,1,severe flares,0
3530,D,S,I,1,3,1,1,2,1,1,severe flares,0
3531,H,R,X,1,2,1,1,1,1,1,severe flares,0
3532,H,R,X,1,2,1,1,2,1,1,severe flares,0
3533,E,A,C,1,3,1,2,2,1,1,severe flares,0
3534,D,A,O,1,3,1,1,2,1,1,severe flares,0
3535,C,S,O,1,3,1,1,2,1,1,severe flares,0
3536,H,S,X,2,2,1,1,2,1,1,severe flares,0
3537,D,R,O,1,3,1,2,2,1,1,severe flares,0
3538,C,S,O,1,2,1,2,2,1,1,severe flares,0
3539,H,H,X,1,2,1,1,1,1,1,severe flares,0
3540,C,R,O,1,3,1,1,2,1,1,severe flares,0
3541,D,S,I,1,3,1,2,2,1,1,severe flares,0
3542,C,R,O,1,3,1,1,2,1,1,severe flares,0
3543,H,R,X,1,3,1,1,2,1,1,severe flares,0
3544,H,S,X,1,2,1,2,1,1,1,severe flares,0
3545,H,S,X,1,2,1,1,1,1,1,severe flares,0
3546,D,A,O,1,1,1,2,2,1,1,severe flares,0
3547,D,S,I,1,3,1,1,2,1,1,severe flares,0
3548,H,S,X,1,3,1,1,2,1,1,severe flares,0
3549,C,R,I,1,3,1,2,2,1,1,severe flares,0
3550,D,R,I,1,3,1,2,2,1,1,severe flares,0
3551,H,A,X,1,2,1,1,1,1,1,severe flares,0
3552,B,X,O,1,2,1,1,2,1,1,severe flares,0
3553,E,A,I,2,3,1,2,2,1,1,severe flares,0
3554,D,R,O,1,3,1,1,2,1,1,severe flares,0
3555,H,H,X,1,3,1,2,1,1,1,severe flares,0
3556,D,A,I,1,2,1,1,2,1,1,severe flares,0
3557,D,R,O,1,3,1,1,2,1,1,severe flares,0
3558,B,X,O,1,3,1,1,2,1,1,severe flares,0
3559,D,S,I,1,3,1,2,2,1,1,severe flares,0
3560,H,S,X,1,2,1,1,2,1,1,severe flares,0
3561,D,A,I,1,3,1,2,2,1,1,severe flares,0
3562,C,R,O,1,3,1,1,2,1,1,severe flares,0
3563,D,R,O,1,2,1,2,2,1,1,severe flares,0
3564,H,S,X,1,3,1,1,1,1,1,severe flares,0
3565,D,R,O,1,3,1,1,2,1,1,severe flares,0
3566,E,A,I,2,2,1,2,2,1,1,severe flares,0
3567,D,A,I,2,3,3,1,2,1,1,severe flares,0
3568,B,X,O,1,2,1,1,2,1,1,severe flares,0
3569,H,A,X,1,3,1,2,1,1,1,severe flares,0
3570,D,A,I,1,3,1,2,2,1,1,severe flares,0
3571,C,R,O,1,2,1,1,2,1,1,severe flares,0
3572,D,S,O,1,1,1,2,2,1,1,severe flares,0
3573,H,S,X,1,2,1,1,2,1,1,severe flares,0
3574,D,R,O,1,1,1,2,2,1,1,severe flares,0
3575,C,R,O,1,2,1,1,2,1,1,severe flares,0
3576,B,X,O,1,2,1,2,2,1,1,severe flares,0
3577,H,S,X,1,3,1,1,1,1,1,severe flares,0
3578,C,R,O,1,2,1,1,2,1,1,severe flares,0
3579,E,A,O,2,2,1,2,2,1,1,severe flares,0
3580,E,A,I,1,3,1,2,2,1,1,severe flares,0
3581,H,A,X,1,3,1,2,1,1,1,severe flares,0
3582,D,A,I,2,3,1,2,2,1,1,severe flares,0
3583,C,R,O,1,3,1,1,2,1,1,severe flares,0
3584,D,S,O,1,2,1,2,2,1,1,severe flares,0
3585,H,S,X,1,2,1,1,2,1,1,severe flares,0
3586,D,R,O,1,3,1,2,2,1,1,severe flares,0
3587,H,S,X,1,2,1,1,1,1,1,severe flares,0
3588,C,A,O,1,1,1,1,2,1,1,severe flares,0
3589,E,A,I,1,2,1,2,2,1,1,severe flares,0
3590,E,A,C,2,2,1,2,2,1,1,severe flares,0
3591,H,A,X,1,2,1,2,1,1,1,severe flares,0
3592,D,A,C,2,2,3,2,2,1,1,severe flares,0
3593,E,S,I,1,2,1,2,2,1,1,severe flares,0
3594,H,R,X,1,2,1,1,1,1,1,severe flares,0
3595,H,S,X,1,3,1,1,2,1,1,severe flares,0
3596,D,A,I,1,3,1,2,2,1,1,severe flares,0
3597,H,S,X,1,3,1,1,1,1,1,severe flares,0
3598,E,A,O,2,3,1,2,2,1,1,severe flares,0
3599,E,A,O,1,2,1,2,2,1,1,severe flares,0
3600,C,A,O,1,2,1,2,2,1,1,severe flares,0
3601,D,A,C,1,2,1,2,2,1,1,severe flares,0
3602,E,S,I,1,3,1,2,2,1,1,severe flares,0
3603,H,R,X,1,3,1,1,1,1,1,severe flares,0
3604,D,R,I,1,3,1,1,2,1,1,severe flares,0
3605,H,S,X,1,3,1,1,1,1,1,severe flares,0
3606,H,S,X,1,3,1,2,1,1,1,severe flares,0
3607,D,S,I,1,3,1,2,2,1,1,severe flares,0
3608,H,S,X,1,2,1,1,1,1,1,severe flares,0
3609,H,A,X,1,2,1,2,2,1,1,severe flares,0
3610,F,A,I,1,2,1,2,2,1,1,severe flares,0
3611,C,A,O,1,3,1,2,2,1,1,severe flares,0
3612,C,A,I,1,2,1,2,2,1,1,severe flares,0
3613,E,A,I,1,3,1,2,2,1,1,severe flares,0
3614,H,S,X,1,2,1,1,1,1,1,severe flares,0
3615,D,R,I,2,3,1,2,2,1,1,severe flares,0
3616,H,S,X,1,2,1,2,1,1,1,severe flares,0
3617,B,X,O,1,3,1,1,2,1,1,severe flares,0
3618,D,S,O,1,1,3,2,2,1,1,severe flares,0
3619,H,S,X,1,2,1,1,1,1,1,severe flares,0
3620,F,A,I,2,2,1,2,2,1,1,severe flares,0
3621,C,R,O,1,2,1,2,2,1,1,severe flares,0
3622,E,A,I,2,3,3,2,2,1,1,severe flares,0
3623,H,S,X,1,3,1,1,1,1,1,severe flares,0
3624,C,A,I,1,2,1,2,2,1,1,severe flares,0
3625,H,S,X,1,2,1,2,1,1,1,severe flares,0
3626,D,R,I,1,3,1,1,2,1,1,severe flares,0
3627,C,R,O,1,3,1,1,2,1,1,severe flares,0
3628,H,S,X,1,2,1,1,1,1,1,severe flares,0
3629,F,A,I,2,2,1,2,2,1,1,severe flares,0
3630,C,R,O,1,2,1,2,2,1,1,severe flares,0
3631,H,S,X,1,3,1,2,2,1,1,severe flares,0
3632,E,A,I,1,3,1,2,2,1,1,severe flares,0
3633,H,S,X,2,2,1,1,1,1,1,severe flares,0
3634,C,A,I,2,3,1,2,2,1,1,severe flares,0
3635,H,S,X,1,2,1,2,1,1,1,severe flares,0
3636,D,R,I,1,3,1,2,2,1,1,severe flares,0
3637,C,R,O,1,3,1,1,2,1,1,severe flares,0
3638,H,S,X,1,2,1,1,1,1,1,severe flares,0
3639,F,A,I,1,1,1,2,2,1,1,severe flares,0
3640,H,R,X,1,1,1,2,2,1,1,severe flares,0
3641,H,S,X,2,3,1,2,2,1,1,severe flares,0
3642,E,S,I,2,2,1,2,2,1,1,severe flares,0
3643,H,S,X,1,3,1,1,1,1,1,severe flares,0
3644,D,R,I,1,2,1,2,2,1,1,severe flares,0
3645,H,R,X,1,2,1,2,1,1,1,severe flares,0
3646,D,A,O,1,2,1,2,2,1,1,severe flares,0
3647,H,R,X,1,1,1,1,2,1,1,severe flares,0
3648,B,X,O,1,2,1,1,2,1,1,severe flares,0
3649,H,S,X,1,2,1,2,1,1,1,severe flares,0
3650,H,S,X,1,2,1,2,2,1,1,severe flares,0
3651,E,S,I,2,2,1,2,2,1,1,severe flares,0
3652,C,S,O,2,2,1,1,2,1,1,severe flares,0
3653,C,R,O,1,1,1,2,2,1,1,severe flares,0
3654,H,S,X,1,2,1,2,1,1,1,severe flares,0
3655,B,X,O,1,3,1,1,2,1,1,severe flares,0
3656,H,S,X,1,3,1,1,1,1,1,severe flares,0
3657,H,S,X,1,2,1,2,2,1,1,severe flares,0
3658,D,A,I,2,2,1,2,2,1,1,severe flares,0
3659,H,S,X,1,2,1,1,2,1,1,severe flares,0
3660,B,X,O,1,2,1,2,2,1,1,severe flares,0
3661,H,S,X,1,2,1,2,1,1,1,severe flares,0
3662,C,R,O,1,3,1,1,2,1,1,severe flares,0
3663,D,S,O,2,3,1,2,2,1,1,severe flares,0
3664,D,H,O,1,3,1,1,2,1,1,severe flares,0
3665,D,R,O,1,3,1,1,2,1,1,severe flares,0
3666,C,S,O,1,2,1,1,2,1,1,severe flares,0
3667,H,S,X,1,2,1,2,2,1,1,severe flares,0
3668,D,A,I,1,2,1,2,2,1,1,severe flares,0
3669,H,S,X,1,2,1,1,2,1,1,severe flares,0
3670,H,R,X,1,2,1,2,1,1,1,severe flares,0
3671,C,S,O,1,3,1,2,2,1,1,severe flares,0
3672,C,S,I,1,3,1,1,2,1,1,severe flares,0
3673,H,R,X,1,2,1,1,2,1,1,severe flares,0
3674,C,S,O,1,3,1,1,2,1,1,severe flares,0
3675,H,S,X,1,2,1,2,2,1,1,severe flares,0
3676,D,A,O,1,3,1,2,2,1,1,severe flares,0
3677,H,S,X,1,2,1,1,2,1,1,severe flares,0
3678,H,R,X,1,3,1,2,1,1,1,severe flares,0
3679,B,X,O,1,3,1,1,2,1,1,severe flares,0
3680,C,S,O,1,2,1,2,2,1,1,severe flares,0
3681,C,S,O,1,2,1,1,2,1,1,severe flares,0
3682,C,R,O,1,3,1,1,2,1,1,severe flares,0
3683,C,S,O,1,1,1,1,2,1,1,severe flares,0
3684,B,X,O,1,3,1,1,2,1,1,severe flares,0
3685,C,S,O,1,2,1,1,2,1,1,severe flares,0
3686,D,A,I,1,3,1,2,2,1,1,severe flares,0
3687,H,S,X,1,2,1,1,2,1,1,severe flares,0
3688,H,S,X,1,3,1,2,1,1,1,severe flares,0
3689,C,S,O,1,3,1,1,2,1,1,severe flares,0
3690,C,S,O,1,3,1,2,2,1,1,severe flares,0
3691,H,S,X,1,3,1,1,2,1,1,severe flares,0
3692,C,R,O,1,2,1,1,2,1,1,severe flares,0
3693,D,S,O,1,3,1,1,2,1,1,severe flares,0
3694,H,S,X,2,3,1,1,2,1,1,severe flares,0
3695,H,S,X,1,3,1,1,2,1,1,severe flares,0
3696,D,A,O,1,2,1,2,2,1,1,severe flares,0
3697,H,S,X,1,2,1,1,2,1,1,severe flares,0
3698,H,S,X,1,2,1,2,1,1,1,severe flares,0
3699,D,S,I,1,3,1,1,2,1,1,severe flares,0
3700,D,A,I,2,2,1,2,2,1,1,severe flares,0
3701,F,S,O,2,2,1,1,2,1,1,severe flares,0
3702,H,R,X,1,2,1,1,2,1,1,severe flares,0
3703,C,R,I,1,2,1,1,2,1,1,severe flares,0
3704,H,S,X,1,2,1,1,2,1,1,severe flares,0
3705,H,S,X,1,2,1,1,2,1,1,severe flares,0
3706,D,A,O,1,3,1,2,2,1,1,severe flares,0
3707,D,A,I,2,2,1,2,2,1,1,severe flares,0
3708,D,S,O,2,2,3,2,2,1,1,severe flares,0
3709,F,H,O,1,2,1,1,2,1,1,severe flares,0
3710,C,R,O,1,3,1,1,2,1,1,severe flares,0
3711,D,R,I,1,3,1,1,2,1,1,severe flares,0
3712,C,S,O,1,2,1,1,2,1,1,severe flares,0
3713,H,R,X,1,2,1,1,2,1,1,severe flares,0
3714,H,R,X,1,3,1,1,1,1,1,severe flares,0
3715,D,S,O,1,3,1,1,2,1,1,severe flares,0
3716,D,S,I,1,1,1,2,2,1,1,severe flares,0
3717,C,R,I,1,2,1,2,2,1,1,severe flares,0
3718,C,S,O,1,3,1,1,2,1,1,severe flares,0
3719,B,X,I,2,2,1,2,2,1,1,severe flares,0
3720,H,S,X,1,3,1,1,2,1,1,severe flares,0
3721,B,X,O,1,3,1,1,2,1,1,severe flares,0
3722,C,S,I,1,3,1,1,2,1,1,severe flares,0
3723,H,R,X,2,1,1,2,2,1,1,severe flares,0
3724,C,S,O,1,2,1,2,2,1,1,severe flares,0
3725,H,S,X,1,2,1,1,2,1,1,severe flares,0
3726,B,X,I,1,2,1,2,2,1,1,severe flares,0
3727,C,S,O,1,2,1,1,2,1,1,severe flares,0
3728,B,X,O,1,3,1,1,2,1,1,severe flares,0
3729,D,A,O,1,3,1,1,2,1,1,severe flares,0
3730,C,S,O,1,2,1,1,2,1,1,severe flares,0
3731,B,X,O,1,3,1,1,2,1,1,severe flares,0
3732,C,S,O,2,2,1,2,2,1,1,severe flares,0
3733,C,S,I,1,3,1,1,2,1,1,severe flares,0
3734,C,R,O,1,2,1,2,2,1,1,severe flares,0
3735,C,S,O,1,3,1,1,2,1,1,severe flares,0
3736,D,A,I,1,2,1,1,2,1,1,severe flares,0
3737,E,A,I,1,3,1,1,2,1,1,severe flares,0
3738,H,R,X,1,3,1,1,2,1,1,severe flares,0
3739,C,R,O,1,3,1,1,2,1,1,severe flares,0
3740,H,S,X,1,1,1,2,2,1,1,severe flares,0
3741,D,S,O,1,2,1,1,2,1,1,severe flares,0
